area,aspect_ratio,solidity,compactness,split,image,defect_idx,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2
69776.5,1.0231884057971015,0.7770514440986007,15.272476559303165,train,11668_2014_9832_Fig2_HTML_jpg.rf.f4653c607c7fbdc9798e5d7bfbad4cc2.jpg,0,0,173,128,526,371
6124.5,3.6875,0.9037184594953519,3.707189481487793,train,11668_2014_9832_Fig2_HTML_jpg.rf.f4653c607c7fbdc9798e5d7bfbad4cc2.jpg,1,0,148,225,464,651
11180.0,1.5402298850574712,0.9840249966993795,1.3797953385237631,train,12_png_jpg.rf.6c0d8f9ac4f9222d0b7836a841af2d16.jpg,0,0,229,141,717,430
3601.0,1.2571428571428571,0.7996890961581168,5.008064452426973,train,12_png_jpg.rf.6d486489072939c351b84ea9a7daa22d.jpg,0,0,44,115,185,367
42900.0,1.9244186046511629,0.9229676961306355,3.9234589587760023,train,12_png_jpg.rf.97f23bee59d4e19dbe5b1c1a88efc582.jpg,0,0,299,119,924,360
15163.0,1.1214285714285714,0.812789793894562,8.728832386045232,train,12_png_jpg.rf.e4fa878d235f87da6da98170d15e8a57.jpg,0,0,326,154,953,440
83296.5,1.182108626198083,0.8914627881589932,4.3410867487444955,train,14_png_jpg.rf.3ab3531fda625880c6df3d46bd77ec60.jpg,0,0,270,177,772,523
73327.5,1.2183908045977012,0.9145987814080537,3.2640535979439984,train,14_png_jpg.rf.657f05c713f3424b5cae7517f5bc5341.jpg,0,0,322,156,957,472
63332.0,1.2804878048780488,0.8845622023269132,4.0895660847022866,train,14_png_jpg.rf.6ebd229254224d9f46afd9567ee1c362.jpg,0,0,168,175,483,525
72920.5,0.9968847352024922,0.9051307353826484,3.3095662218675925,train,14_png_jpg.rf.8c18a92f60e8dea1bc9157b82c11dd58.jpg,0,0,320,142,959,424
1472.5,2.7857142857142856,0.8349872412815423,2.4095436992406882,train,14_png_jpg.rf.98520f91045859b3b431c73471cb8ea8.jpg,0,0,49,142,187,436
47623.5,1.2843137254901962,0.931155842759241,2.5404674102816247,train,14_png_jpg.rf.d6d1cb28bd8c0e50dfa5172e83c1b00d.jpg,0,0,117,145,379,436
71319.5,1.0608108108108107,0.92241780697897,3.1463591827971653,train,14_png_jpg.rf.ff80ae3996f44f577d4f17459aa71e66.jpg,0,0,326,168,953,507
130689.0,1.065934065934066,0.9763220116765091,2.6997777878927147,train,15_jpeg_jpg.rf.044e81ffcb00c9a9ae763ddfa7ab17d3.jpg,0,0,252,269,753,773
84648.0,0.953125,0.6665459270050001,54.338968696628,train,15_jpeg_jpg.rf.044e81ffcb00c9a9ae763ddfa7ab17d3.jpg,1,0,192,167,558,496
91140.5,0.900804289544236,0.7427156972598553,30.426156962886388,train,15_jpeg_jpg.rf.044e81ffcb00c9a9ae763ddfa7ab17d3.jpg,2,0,168,131,504,377
265.0,3.8333333333333335,0.654320987654321,6.883013471501583,train,15_jpeg_jpg.rf.152c0fe223ed76bfb143eb30f8ca44f6.jpg,1,0,69,193,205,590
68097.0,0.9216867469879518,0.6814742909753218,48.10566152044145,train,15_jpeg_jpg.rf.152c0fe223ed76bfb143eb30f8ca44f6.jpg,2,0,155,129,461,403
168113.5,0.5760869565217391,0.9973481331628703,1.567854046940453,train,15_jpeg_jpg.rf.152c0fe223ed76bfb143eb30f8ca44f6.jpg,3,0,322,88,957,262
60708.0,1.0169491525423728,0.6986121659877097,47.66799685736731,train,15_jpeg_jpg.rf.1979de6795472b2fa154099cc402f54a.jpg,2,0,138,143,438,422
79136.0,0.5988700564971752,0.7547940044542155,36.8081839466794,train,15_jpeg_jpg.rf.1979de6795472b2fa154099cc402f54a.jpg,3,0,322,27,957,81
216807.5,0.6197411003236246,0.988710935184214,2.23870359678613,train,15_jpeg_jpg.rf.366e29263ec5d42b6af06c9931332af7.jpg,0,0,256,22,774,66
197651.5,0.8333333333333334,0.9886702698376573,2.561208362837815,train,15_jpeg_jpg.rf.366e29263ec5d42b6af06c9931332af7.jpg,1,0,209,135,639,398
74899.5,1.0625,0.7701114561270024,21.33395784069882,train,15_jpeg_jpg.rf.366e29263ec5d42b6af06c9931332af7.jpg,2,0,161,180,484,554
20937.0,0.5206611570247934,0.8220581883858809,4.728243938080043,train,15_jpeg_jpg.rf.3b357cb0c52a9ea2269952678ec00328.jpg,0,0,81,0,242,0
57787.0,1.0608365019011408,0.8075208563323598,11.824117898756796,train,15_jpeg_jpg.rf.3b357cb0c52a9ea2269952678ec00328.jpg,1,0,134,150,413,450
42124.5,1.296116504854369,0.7776136898553667,18.239689596105723,train,15_jpeg_jpg.rf.3b357cb0c52a9ea2269952678ec00328.jpg,2,0,125,186,392,567
123945.5,1.0027397260273974,0.9828948672706727,2.491074273942815,train,15_jpeg_jpg.rf.3b357cb0c52a9ea2269952678ec00328.jpg,3,0,274,275,822,847
102438.0,1.09375,0.9792044047852333,2.6897058857278218,train,15_jpeg_jpg.rf.3b357cb0c52a9ea2269952678ec00328.jpg,4,0,290,320,879,959
200529.5,0.6906854130052724,0.9135885993626323,14.747189069618672,train,15_jpeg_jpg.rf.4cbabd0272b695546556be1db6098a80.jpg,0,0,247,71,733,226
189924.0,0.7683397683397684,0.9398386294638549,10.308886661874467,train,15_jpeg_jpg.rf.4cbabd0272b695546556be1db6098a80.jpg,1,0,242,122,709,374
109138.5,0.9491094147582697,0.7615155162488879,31.43139458293517,train,15_jpeg_jpg.rf.4cbabd0272b695546556be1db6098a80.jpg,2,0,195,175,568,525
6855.0,1.90625,0.47324818778046257,55.476070069135865,train,15_jpeg_jpg.rf.4cbabd0272b695546556be1db6098a80.jpg,3,0,94,181,277,566
120939.0,1.3386075949367089,0.9872490836809495,2.0453231751483396,train,15_jpeg_jpg.rf.8c9b4b27b4d68caa880f4fc29f4820fc.jpg,0,0,217,324,659,955
147180.0,1.012531328320802,0.9798641185849958,2.8941954203705103,train,15_jpeg_jpg.rf.8c9b4b27b4d68caa880f4fc29f4820fc.jpg,1,0,236,241,711,715
112856.5,0.9136690647482014,0.7428655118960246,45.61550842430398,train,15_jpeg_jpg.rf.8c9b4b27b4d68caa880f4fc29f4820fc.jpg,2,0,188,152,569,444
51542.5,1.098360655737705,0.794477156421481,21.7009233400248,train,15_jpeg_jpg.rf.8c9b4b27b4d68caa880f4fc29f4820fc.jpg,3,0,146,170,414,488
12352.5,0.47297297297297297,0.7010101583338062,16.804611362374605,train,15_jpeg_jpg.rf.9a2bcadfffbb7710f814be0326cb7d14.jpg,0,0,75,0,222,0
26059.0,0.8969957081545065,0.7102093099313201,16.57473870257672,train,15_jpeg_jpg.rf.9a2bcadfffbb7710f814be0326cb7d14.jpg,1,0,124,145,378,444
47879.0,1.1474103585657371,0.675913377378734,40.024108408405965,train,15_jpeg_jpg.rf.9a2bcadfffbb7710f814be0326cb7d14.jpg,2,0,146,183,434,560
63729.5,0.9796511627906976,0.847438582493933,14.230592773551802,train,15_jpeg_jpg.rf.9a2bcadfffbb7710f814be0326cb7d14.jpg,3,0,288,256,848,758
110735.0,0.9948320413436692,0.7492472681755133,51.71045781099259,train,15_jpeg_jpg.rf.be37be8214dfcb3d66dbf0c7bb75175c.jpg,0,0,255,253,748,738
109906.0,0.9093078758949881,0.7145824732046202,52.19809337271908,train,15_jpeg_jpg.rf.be37be8214dfcb3d66dbf0c7bb75175c.jpg,1,0,190,152,571,469
117474.5,0.9191176470588235,0.7982909467747141,40.09004060473123,train,15_jpeg_jpg.rf.be37be8214dfcb3d66dbf0c7bb75175c.jpg,2,0,176,143,551,436
6644.0,1.2962962962962963,0.9062883644796071,2.732309044462731,train,15_jpeg_jpg.rf.be37be8214dfcb3d66dbf0c7bb75175c.jpg,3,0,59,83,164,234
213850.5,0.6280587275693311,0.9302256286674989,11.462543905806712,train,15_jpeg_jpg.rf.d68b1105aa2eaad5c291fb8c70598674.jpg,0,0,238,27,701,87
185945.5,0.720754716981132,0.9418204748976863,8.948476352567292,train,15_jpeg_jpg.rf.d68b1105aa2eaad5c291fb8c70598674.jpg,1,0,241,110,725,320
81492.5,1.0174927113702623,0.7635638758883688,31.612973975304005,train,15_jpeg_jpg.rf.d68b1105aa2eaad5c291fb8c70598674.jpg,2,0,174,180,523,528
98522.5,1.1167664670658684,0.8188032412216912,29.762567874218785,train,15_jpeg_jpg.rf.db390de9be12076dbce61aadcd2dc3d9.jpg,0,0,245,306,726,915
56861.0,1.3237410071942446,0.772525949676648,20.88017184271976,train,15_jpeg_jpg.rf.db390de9be12076dbce61aadcd2dc3d9.jpg,1,0,192,176,560,522
62453.0,1.1858108108108107,0.7990199841355135,20.641211237731522,train,15_jpeg_jpg.rf.db390de9be12076dbce61aadcd2dc3d9.jpg,2,0,175,140,526,404
14813.5,1.28,0.8277779329999162,8.603157711758367,train,15_jpeg_jpg.rf.db390de9be12076dbce61aadcd2dc3d9.jpg,3,0,84,119,244,347
11808.0,0.5757575757575758,0.8948505172217801,3.251659013322927,train,15_jpeg_jpg.rf.e5c5ea9f6789c716b2d11b773cd9612f.jpg,0,0,59,18,183,55
28924.0,1.160220994475138,0.7710496501166277,20.77346082551639,train,15_jpeg_jpg.rf.e5c5ea9f6789c716b2d11b773cd9612f.jpg,1,0,99,128,309,392
59573.5,1.1397058823529411,0.7157996551579124,25.909818738791234,train,15_jpeg_jpg.rf.e5c5ea9f6789c716b2d11b773cd9612f.jpg,2,0,153,191,463,561
58316.5,0.9552238805970149,0.8467989022318382,13.171398999246374,train,15_jpeg_jpg.rf.e5c5ea9f6789c716b2d11b773cd9612f.jpg,3,0,320,268,959,805
19796.0,1.6,0.7992409713951188,16.0199476948231,train,15_jpeg_jpg.rf.ebdff550f0f589b1429574e4207503ea.jpg,1,0,112,193,328,586
68172.0,0.9838709677419355,0.7494475775864912,22.290511481346744,train,15_jpeg_jpg.rf.ebdff550f0f589b1429574e4207503ea.jpg,2,0,153,148,458,433
80597.5,0.8018433179723502,0.5698251939834208,66.9889491856819,train,15_jpeg_jpg.rf.ebdff550f0f589b1429574e4207503ea.jpg,3,0,225,138,682,436
51208.0,0.8947368421052632,0.8159662191769907,17.826278523849236,train,15_jpeg_jpg.rf.ebdff550f0f589b1429574e4207503ea.jpg,4,0,320,35,959,106
49200.5,0.6666666666666666,0.8975409088421475,9.593327487387057,train,15_jpeg_jpg.rf.f3b38552e1dcaa5be1c3ff70e7d44a5e.jpg,0,0,96,0,288,0
62754.0,1.0320284697508897,0.7926637488395005,16.230518095203124,train,15_jpeg_jpg.rf.f3b38552e1dcaa5be1c3ff70e7d44a5e.jpg,1,0,137,146,427,456
43966.0,1.267605633802817,0.7717869274047028,20.62974341001579,train,15_jpeg_jpg.rf.f3b38552e1dcaa5be1c3ff70e7d44a5e.jpg,2,0,131,188,401,550
119807.0,1.0625,0.9822701577033602,2.4932937067463756,train,15_jpeg_jpg.rf.f3b38552e1dcaa5be1c3ff70e7d44a5e.jpg,3,0,266,288,802,894
403.5,35.75,0.9471830985915493,18.51317730327109,train,15_jpeg_jpg.rf.f691abb030c2386f8b6261def48bd179.jpg,1,0,70,209,213,627
60444.5,0.971830985915493,0.8252090515034642,17.544897419924553,train,15_jpeg_jpg.rf.f691abb030c2386f8b6261def48bd179.jpg,2,0,141,133,417,385
84425.0,0.7570498915401301,0.5942200356144908,59.72280776733444,train,15_jpeg_jpg.rf.f691abb030c2386f8b6261def48bd179.jpg,3,0,201,157,627,461
68511.5,0.5380710659898477,0.6270444165804816,103.97965996783792,train,15_jpeg_jpg.rf.f691abb030c2386f8b6261def48bd179.jpg,4,0,322,25,957,73
21619.0,1.8,0.7724933895519188,4.892713237233994,train,1723687d-6dd44d6e-Centerline-Crack_jpg.rf.37d565153117a49e966df7cc8fd2e8ba.jpg,0,0,231,193,519,522
19407.0,2.49438202247191,0.997994446158593,1.7010448096138389,train,19cacbd9-61c6b81f-c5_jpg.rf.543e777c98bd7ccb560dff40704fe3b0.jpg,0,0,41,174,263,508
75892.0,0.6173708920187794,0.896655206228807,3.1131061537254427,train,19cacbd9-61c6b81f-c5_jpg.rf.ca219a55832ab4973c4d158f6715f1e4.jpg,0,0,185,189,617,711
137390.5,0.6038961038961039,0.8637218045112782,4.358759647048756,train,19cacbd9-61c6b81f-c5_jpg.rf.ca219a55832ab4973c4d158f6715f1e4.jpg,1,0,261,-1,792,1
10098.5,5.133333333333334,0.9978754940711463,2.4966034063931004,train,19cacbd9-61c6b81f-c5_jpg.rf.ca92a163f49dcf8d39c11a81226693a3.jpg,0,0,20,206,251,581
37394.5,0.4094955489614243,0.9061379276921586,3.9090911307109906,train,19cacbd9-61c6b81f-c5_jpg.rf.cd4abe8d867012c5240f57b9816e54f0.jpg,0,0,106,68,405,530
9024.0,0.4589041095890411,0.9598978832039144,1.9908058278587544,train,19cacbd9-61c6b81f-c5_jpg.rf.da03f5f07377a177ea961ba50168fe0b.jpg,0,0,164,333,479,946
41776.0,0.5595567867036011,0.7845184552257726,3.9980086166054813,train,20220312232822_14196_jpg.rf.05f278994763f4e9e01e33717d50ebdb.jpg,0,0,241,172,765,495
47274.5,0.5313351498637602,0.8167392280847241,4.264947493411619,train,20220312232822_14196_jpg.rf.0aa56c00ab8a7d915e3ff8b6a262c64e.jpg,0,0,202,175,638,514
17674.0,1.61864406779661,0.8801573665994372,4.677166608021366,train,20220312232822_14196_jpg.rf.0af368772f37139d8c289360a3de7a05.jpg,0,0,78,167,285,489
27206.5,0.7232142857142857,0.8804265165121434,3.589683714292224,train,20220312232822_14196_jpg.rf.0c52e5f63549a86d25c2108ba523594b.jpg,0,0,193,151,659,466
34396.0,1.0833333333333333,0.9120220607731877,3.060968659174599,train,20220312232822_14196_jpg.rf.15cdedc1182a55cd7a077ec6d93dd58c.jpg,0,0,188,134,532,404
18227.5,1.5068493150684932,0.6692797738162992,10.721517128918785,train,20220312232822_14196_jpg.rf.1d6d1cb3e964400f50b8ee5ce2c45953.jpg,0,0,108,156,350,497
9831.5,0.697986577181208,0.6888663116591929,6.891775468885596,train,20220312232822_14196_jpg.rf.20cf0da59794f7a735535401b6bbcc03.jpg,0,0,131,172,321,505
20559.5,0.7932960893854749,0.8914688346883469,2.719227888186215,train,20220312232822_14196_jpg.rf.22753c20c8d9380695c598d194317f24.jpg,0,0,154,154,333,464
21977.0,0.12931034482758622,0.9447800012896846,3.912498593889033,train,20220312232822_14196_jpg.rf.261400029ebb73ab963c5ee0c33017c9.jpg,0,0,221,171,755,533
26133.0,0.16631130063965885,0.9528028438610884,3.544417693343628,train,20220312232822_14196_jpg.rf.2d4301e40a22eab45ef419c5dd5319de.jpg,0,0,220,171,744,539
39639.5,0.9142857142857143,0.8353247355333586,3.5844248811533377,train,20220312232822_14196_jpg.rf.31d1108073942bb9894480fc131a448b.jpg,0,0,202,157,575,470
35643.0,1.0858585858585859,0.9040366251125512,2.727419571579034,train,20220312232822_14196_jpg.rf.33513c51c07d85adfa1c97cfba038c57.jpg,0,0,193,134,548,404
18797.0,0.7446808510638298,0.9369221183800623,2.3858057887596233,train,20220312232822_14196_jpg.rf.3d703ac5ded9afd501964364061a06fb.jpg,0,0,124,135,323,397
48558.5,0.823943661971831,0.8402214820262145,4.170274259997511,train,20220312232822_14196_jpg.rf.4a45d17bd925b060fc7f60e4b4db5563.jpg,0,0,182,170,580,514
29899.5,1.2366863905325445,0.8959188565606928,2.7786503342234377,train,20220312232822_14196_jpg.rf.5500e7ffdba56ff06486755ba0fda19e.jpg,0,0,87,173,342,500
44720.0,0.5140449438202247,0.8129283234262239,4.27387776445943,train,20220312232822_14196_jpg.rf.6a548dc769d56865081b3f2be2f3dc96.jpg,0,0,200,176,650,527
23383.5,0.15859030837004406,0.9442537554514618,3.6186659866519757,train,20220312232822_14196_jpg.rf.6f0f90f2a599ee66ae5dc46b9ed23e4e.jpg,0,0,221,162,750,497
20600.0,1.0858895705521472,0.7778721797413386,4.388388149768089,train,20220312232822_14196_jpg.rf.6f9fc0e09d6afe9ae57329b331e2b02f.jpg,0,0,123,156,319,466
22155.0,0.5086206896551724,0.9359949302915083,2.3735277806191255,train,20220312232822_14196_jpg.rf.812bdea2ac5212abf2bc2277f227dedd.jpg,0,0,101,170,437,485
12937.0,0.8153846153846154,0.987821173595999,1.335422365044049,train,20220312232822_14196_jpg.rf.826d1af3aa64e3229258991e3f1dcdb4.jpg,0,0,104,133,263,414
25007.5,0.7417840375586855,0.8900891601857949,3.314375343513465,train,20220312232822_14196_jpg.rf.87d32b86f3ee5679a0900d018cedbf57.jpg,0,0,243,142,681,421
9499.0,1.2583333333333333,0.6105540557912328,10.494325280980306,train,20220312232822_14196_jpg.rf.87e1ef5c1e496b7af96f8dbd52bc601a.jpg,0,0,82,175,295,535
7097.5,1.396039603960396,0.6035289115646258,8.6245072125582,train,20220312232822_14196_jpg.rf.89ea8c977ac20472f39ed8d1d0bcd0b7.jpg,0,0,80,191,292,572
39989.5,1.1900452488687783,0.8859092369211001,4.577351195013368,train,20220312232822_14196_jpg.rf.93c71c4064bbd525efb3de8c69231774.jpg,0,0,150,151,415,474
93310.0,0.7725321888412017,0.7936919733422929,3.610609266095555,train,20220312232822_14196_jpg.rf.9f13faef27afc1902bfefa8c0cc3bd74.jpg,0,0,195,169,635,518
49879.5,0.6877076411960132,0.8387761279365026,3.46125895440945,train,20220312232822_14196_jpg.rf.a762ba9e9e53668245b0c94bda44386c.jpg,0,0,183,167,584,502
25172.5,0.3016304347826087,0.7451232868602552,7.975513242007275,train,20220312232822_14196_jpg.rf.a874eb1e7a5f973cbc7036a500c92096.jpg,0,0,156,153,531,449
2389.0,0.1377245508982036,0.7556539617270283,5.1768213921369055,train,20220312232822_14196_jpg.rf.abf02b966367453c0573f1426cca70d5.jpg,0,0,91,163,330,483
1648.0,6.055555555555555,0.8976034858387799,3.9386118855599928,train,20220312232822_14196_jpg.rf.b45dd568f38ff111a1d86f81f40a328f.jpg,0,0,89,180,198,552
54111.0,0.4920212765957447,0.9126804749696398,2.713477571752671,train,20220312232822_14196_jpg.rf.b72cd2da68fe5a75873a73a7fee2cb45.jpg,0,0,269,144,732,450
40667.0,0.5548387096774193,0.9021373825659682,2.983761974154587,train,20220312232822_14196_jpg.rf.b7d3d3a9166947a4208f02bca3a693c3.jpg,0,0,222,196,715,592
84008.0,0.6148936170212767,0.81001624699286,3.515804774597389,train,20220312232822_14196_jpg.rf.b82657d02988e3c28c1c48fc12832851.jpg,0,0,235,152,655,471
6831.5,1.5060240963855422,0.6881736677747557,6.264566306822221,train,20220312232822_14196_jpg.rf.c0c60f5e16c3892a664aff94bd504784.jpg,0,0,72,167,250,514
